CharacterName|WikiLink
Galvin Gudgeon|Galvin_Gudgeon
Unidentified guitarist|Unidentified_guitarist
Alastor Gumboil|Alastor_Gumboil
Arnold Guzman|Arnold_Guzman
Timothy Hale|Timothy_Hale
Edwin Halsted|Edwin_Halsted
Wu Han Po|Wu_Han_Po
Handsome Poltergeist|Handsome_Poltergeist
Shimmy Hardoteer|Shimmy_Hardoteer
Ciceron Harkiss|Ciceron_Harkiss
Warty Harris|Warty_Harris
Kenneth Hastings|Kenneth_Hastings
Howard Haywood|Howard_Haywood
Penny Haywood's father|Penny_Haywood%27s_father
Unidentified resting headmaster|Unidentified_resting_headmaster
Headmaster of Castelobruxo during 1989|Headmaster_of_Castelobruxo_during_1989
Heady|Heady
Portrait of the Healers|Portrait_of_the_Healers
Reginald Heartachus|Reginald_Heartachus
Ralph Heidelberger|Ralph_Heidelberger
Martin Helstrom|Martin_Helstrom
Henerick|Henerick
Henry|Henry
Hermes|Hermes
Oakden Hernshaw|Oakden_Hernshaw
David Heyman (in-universe)|David_Heyman_(in-universe)
Chester Hidland|Chester_Hidland
Higglebottom|Higglebottom
Bertie Higgs|Bertie_Higgs
Bob Hitchens|Bob_Hitchens
Hilliard Hobday|Hilliard_Hobday
Oakden Hobday|Oakden_Hobday
Stefan Hoghedge|Stefan_Hoghedge
Hogsmeade street sweeper|Hogsmeade_street_sweeper
Pink-faced Hogwarts Headmaster|Pink-faced_Hogwarts_Headmaster
John Homme|John_Homme
Honoria's fiancé|Honoria%27s_fianc%C3%A9
Hooky|Hooky
Kevin Hopwood|Kevin_Hopwood
Horace|Horace
Olive Hornby's brother|Olive_Hornby%27s_brother
Louis Hubbard|Louis_Hubbard
Chris Huhne|Chris_Huhne
Emanuel Hurwitz|Emanuel_Hurwitz
Clairvius Hyppolite|Clairvius_Hyppolite
Royston Idlewind|Royston_Idlewind
Jacob Kowlaski's foreman|Jacob_Kowlaski%27s_foreman
Jacob's father|Jacob%27s_father
Bastien Janvier|Bastien_Janvier
Jason Caffoe|Jason_Caffoe
Joey Jenkins|Joey_Jenkins
Leonard Jewkes|Leonard_Jewkes
Arsenius Jigger|Arsenius_Jigger
Jim|Jim
Jack Jodieman|Jack_Jodieman
John Terry|John_Terry
Angelina Johnson's father|Angelina_Johnson%27s_father
Sylvian Jolicoeur|Sylvian_Jolicoeur
Stuart Jones|Stuart_Jones
Johannes Jonker|Johannes_Jonker
Johannes Jonker's father|Johannes_Jonker%27s_father
Lee Jordan's father|Lee_Jordan%27s_father
Albert Jorkins|Albert_Jorkins
Granville Jorkins|Granville_Jorkins
Grimwold Jorkins|Grimwold_Jorkins
Stamford Jorkins|Stamford_Jorkins
Samuel Journeux|Samuel_Journeux
Judges of the 1379 duelling contest|Judges_of_the_1379_duelling_contest
Herman Junker|Herman_Junker
Ferdinand Jägendorf|Ferdinand_J%C3%A4gendorf
Tulip Karasu's father|Tulip_Karasu%27s_father
Karkaroff’s Aide|Karkaroff%E2%80%99s_Aide
Lukas Karuzos|Lukas_Karuzos
Luxo Karuzos|Luxo_Karuzos
Luxo Karuzos II|Luxo_Karuzos_II
Keeper of the reptile house|Keeper_of_the_reptile_house
John Kent|John_Kent
Clifford Kessler|Clifford_Kessler
Silvanus Kettleburn's father|Silvanus_Kettleburn%27s_father
Kevin's father|Kevin%27s_father
Rowan Khanna's father|Rowan_Khanna%27s_father
Kazu Kibuishi|Kazu_Kibuishi
Jimmy Kiddell|Jimmy_Kiddell
Aidan Kiely|Aidan_Kiely
James Killick|James_Killick
King's Cross Station guard|King%27s_Cross_Station_guard
Marilias Kistmanus|Marilias_Kistmanus
Jacob Kowalski's grandfather|Jacob_Kowalski%27s_grandfather
Quentin Kowalski|Quentin_Kowalski
Viktor Krum's father|Viktor_Krum%27s_father
Laith|Laith
Lamont|Lamont
Hector Lamont|Hector_Lamont
Lancelot (Healer)|Lancelot_(Healer)
Landlord of The Hanged Man|Landlord_of_The_Hanged_Man
Wallace Lassiter|Wallace_Lassiter
Jean-Jacques Launier|Jean-Jacques_Launier
Joe Laurie|Joe_Laurie
Artemius Lawson|Artemius_Lawson
Nobby Leach|Nobby_Leach
Wizard in the Leaky Cauldron|Wizard_in_the_Leaky_Cauldron
Unidentified Leaky Cauldron client|Unidentified_Leaky_Cauldron_client
Leaky Cauldron wizard from Belgium|Leaky_Cauldron_wizard_from_Belgium
Leon|Leon
Corvus Lestrange (II)|Corvus_Lestrange_(II)
Cyrille Lestrange (II)|Cyrille_Lestrange_(II)
Cyrille Lestrange (III)|Cyrille_Lestrange_(III)
Cyrille Lestrange (IV)|Cyrille_Lestrange_(IV)
Floxel Lestrange|Floxel_Lestrange
Fulcran Lestrange (I)|Fulcran_Lestrange_(I)
Fulcran Lestrange (II)|Fulcran_Lestrange_(II)
Fulcran Lestrange (III)|Fulcran_Lestrange_(III)
Eduardo Lima (in-universe)|Eduardo_Lima_(in-universe)
Eduardus Lima|Eduardus_Lima
Edwardus Lima|Edwardus_Lima
Maxwell Lima|Maxwell_Lima
Limebert|Limebert
Limunus|Limunus
Eduardus Limus (Ministry employee)|Eduardus_Limus_(Ministry_employee)
Luciano Limus|Luciano_Limus
Miro Limus|Miro_Limus
Matheus Limusa|Matheus_Limusa
Little Hangleton milkman|Little_Hangleton_milkman
Little Whinging postman|Little_Whinging_postman
Chiara Lobosca's father|Chiara_Lobosca%27s_father
Gilderoy Lockhart's father|Gilderoy_Lockhart%27s_father
Bernard Lockwood|Bernard_Lockwood
Jack London|Jack_London
Harfang Longbottom's son|Harfang_Longbottom%27s_son
Algie Longbottom|Algie_Longbottom
Harfang Longbottom|Harfang_Longbottom
Jim Luna|Jim_Luna
Lars Lundekvam|Lars_Lundekvam
Clive Lundquist|Clive_Lundquist
Chris Lunney|Chris_Lunney
Aidan Lynch|Aidan_Lynch
Quintius MacBoon|Quintius_MacBoon
Magnus MacDonald|Magnus_MacDonald
Hamish MacFarlan|Hamish_MacFarlan
Alasdair Maddock|Alasdair_Maddock
Magical Menagerie salesman|Magical_Menagerie_salesman
Edmund Major II|Edmund_Major_II
Theopholos Malentus|Theopholos_Malentus
Armand Malfoy|Armand_Malfoy
Man who gave Mr Roberts Galleons|Man_who_gave_Mr_Roberts_Galleons
Man with knowledge of the Taboo|Man_with_knowledge_of_the_Taboo
Manager at Eeylops Owl Emporium|Manager_at_Eeylops_Owl_Emporium
Manager of Flourish and Blotts|Manager_of_Flourish_and_Blotts
Quiac Marinus|Quiac_Marinus
Martha Steward II's husband|Martha_Steward_II%27s_husband
Dylan Marwood|Dylan_Marwood
Mason|Mason
Olympe Maxime's father|Olympe_Maxime%27s_father
Maxwell|Maxwell
Eugene McAllister|Eugene_McAllister
Dougal McBride|Dougal_McBride
Albert McCausland|Albert_McCausland
Malcolm McGonagall|Malcolm_McGonagall
Robert McGonagall Senior|Robert_McGonagall_Senior
Robert McGonagall Senior's father|Robert_McGonagall_Senior%27s_father
Dougal McGregor's father|Dougal_McGregor%27s_father
Dougal McGregor's father-in-law|Dougal_McGregor%27s_father-in-law
Jim McGuffin|Jim_McGuffin
Cormac McLaggen's father|Cormac_McLaggen%27s_father
Cormack McLeod|Cormack_McLeod
Mentor Metaxas|Mentor_Metaxas
Eloise Midgen's father|Eloise_Midgen%27s_father
Luc Millefeuille|Luc_Millefeuille
Harold Minchum|Harold_Minchum
Minerva McGonagall's hornbill|Minerva_McGonagall%27s_hornbill
Minister for Magic Support Staff official|Minister_for_Magic_Support_Staff_official
Ministry guard|Ministry_guard
Ministry of Magic lift attendant|Ministry_of_Magic_lift_attendant
Ministry of Magic meeting assigner|Ministry_of_Magic_meeting_assigner
Unidentified Ministry of Magic Wizard at the 1994 Quidditch World Cup|Unidentified_Ministry_of_Magic_Wizard_at_the_1994_Quidditch_World_Cup
Marcus Minugius|Marcus_Minugius
Jacques Miskine|Jacques_Miskine
Tobias Misslethorpe|Tobias_Misslethorpe
Lars Moberly|Lars_Moberly
Cuthbert Mockridge|Cuthbert_Mockridge
Arnulf Moe|Arnulf_Moe
Dave Monk|Dave_Monk
Graham Montague's father|Graham_Montague%27s_father
Tiago Montoya|Tiago_Montoya
Alastor Moody's father|Alastor_Moody%27s_father
Dennis Moon|Dennis_Moon
Ethelbard Mordaunt|Ethelbard_Mordaunt
Kevinus Morrisons|Kevinus_Morrisons
Mortlake|Mortlake
Hassan Mostafa|Hassan_Mostafa
Neil La Mounte|Neil_La_Mounte
Mr Paws|Mr_Paws
Mr Tibbles|Mr_Tibbles
Mr Whiskers|Mr_Whiskers
Unidentified Muggle driver|Unidentified_Muggle_driver
Unidentified Muggle man who accidentally pushed Harry Potter in 1991|Unidentified_Muggle_man_who_accidentally_pushed_Harry_Potter_in_1991
Newspaper seller|Newspaper_seller
Unidentified male Muggle Studies teacher|Unidentified_male_Muggle_Studies_teacher
Zacharias Mumps|Zacharias_Mumps
Eric Munch|Eric_Munch
Ismelda Murk's father|Ismelda_Murk%27s_father
Caua Nemerus|Caua_Nemerus
Nepali wizard|Nepali_wizard
Nicholas de Mimsy-Porpington's executioner|Nicholas_de_Mimsy-Porpington%27s_executioner
Nigel's nephew's father|Nigel%27s_nephew%27s_father
Nobby|Nobby
Unidentified nose-picking wizard|Unidentified_nose-picking_wizard
Cantankerus Nott|Cantankerus_Nott
Jonny Nuhaka|Jonny_Nuhaka
NYPD Police Officer No. 743|NYPD_Police_Officer_No._743
Darren O'Hare|Darren_O%27Hare
Otto Obermeier|Otto_Obermeier
Oblansk|Oblansk
Roberts' Obliviator|Roberts%27_Obliviator
Odbert|Odbert
Odbert's father|Odbert%27s_father
Winkus Oddpick|Winkus_Oddpick
Odo|Odo
Tiberius Ogden|Tiberius_Ogden
Ogg|Ogg
Olaf|Olaf
Old Man in Portrait|Old_Man_in_Portrait
Barnaby Ollerton|Barnaby_Ollerton
Bill Ollerton|Bill_Ollerton
Bob Ollerton|Bob_Ollerton
Ollie|Ollie
Garrick Ollivander's son|Garrick_Ollivander%27s_son
A. Osborn|A._Osborn
George Osborne|George_Osborne
Over-attentive wizard|Over-attentive_wizard
P. Oxley|P._Oxley
Painting of sinister-looking monks|Painting_of_sinister-looking_monks
Rodrigo Palombo|Rodrigo_Palombo
Des Pander|Des_Pander
Patil twins' father|Patil_twins%27_father
Payne|Payne
Arnold Peasegood|Arnold_Peasegood
Angelus Peel|Angelus_Peel
Edward Almeida Peidus|Edward_Almeida_Peidus
Phoebus Penrose|Phoebus_Penrose
Bertrand de Pensées-Profondes|Bertrand_de_Pens%C3%A9es-Profondes
Octavius Pepper|Octavius_Pepper
Perkins|Perkins
Russell Perkins|Russell_Perkins
Sebastien Perrot|Sebastien_Perrot
Albert Perschky|Albert_Perschky
Peter (portrait)|Peter_(portrait)
Arkie Philpott|Arkie_Philpott
Miras Phlaras|Miras_Phlaras
Emerett Picardy|Emerett_Picardy
Constance Pickering's brother (II)|Constance_Pickering%27s_brother_(II)
Constance Pickering's grandfather|Constance_Pickering%27s_grandfather
Constance Pickering's muggle grandfather|Constance_Pickering%27s_muggle_grandfather
Pigwidgeon|Pigwidgeon
Pinky|Pinky
Dagbert Pips|Dagbert_Pips
Radolphus Pittiman|Radolphus_Pittiman
Pitts|Pitts
Pius Thicknesse's sycophants|Pius_Thicknesse%27s_sycophants
Platform Nine and Three-Quarters station guard|Platform_Nine_and_Three-Quarters_station_guard
Vladimir Plot|Vladimir_Plot
Josiah Plunkett|Josiah_Plunkett
Mirabella Plunkett's father|Mirabella_Plunkett%27s_father
Samuel Plunkett|Samuel_Plunkett
Hector Podmore|Hector_Podmore
Royden Poke|Royden_Poke
Rutherford Poke|Rutherford_Poke
Poliakoff|Poliakoff
Roddy Pontner|Roddy_Pontner
Ivan Popa|Ivan_Popa
Portrait at the Storeroom (sixth floor)|Portrait_at_the_Storeroom_(sixth_floor)
Portrait of a mad old man|Portrait_of_a_mad_old_man
Portrait of a male nurse in the hospital wing|Portrait_of_a_male_nurse_in_the_hospital_wing
Portrait of a man on a flying carpet|Portrait_of_a_man_on_a_flying_carpet
Portrait of a scholar|Portrait_of_a_scholar
Portrait of a sleeping hermit|Portrait_of_a_sleeping_hermit
Portrait of a wizard by a rope|Portrait_of_a_wizard_by_a_rope
Portrait of a wizard in black|Portrait_of_a_wizard_in_black
Portrait of a wizard in black flowing robes|Portrait_of_a_wizard_in_black_flowing_robes
Portrait of a wizard in blue|Portrait_of_a_wizard_in_blue
Portrait of a wizard in red|Portrait_of_a_wizard_in_red
Portrait of a wizard with a broomstick|Portrait_of_a_wizard_with_a_broomstick
Portrait of a wizard with a walrus moustache|Portrait_of_a_wizard_with_a_walrus_moustache
Charlus Potter's son|Charlus_Potter%27s_son
Hardwin Potter|Hardwin_Potter
Ralston Potter|Ralston_Potter
Nugent Potts|Nugent_Potts
Prendergast|Prendergast
Prentice|Prentice
Ignatius Prewett|Ignatius_Prewett
Molly Weasley's father|Molly_Weasley%27s_father
Priest who comforted Nicholas de Mimsy-Porpington|Priest_who_comforted_Nicholas_de_Mimsy-Porpington
Prime Minister's predecessor|Prime_Minister%27s_predecessor
Apollyon Pringle|Apollyon_Pringle
Portrait of a Professor|Portrait_of_a_Professor
Chroniculus Punnet|Chroniculus_Punnet
Augustus Pye|Augustus_Pye
Lancaster Pyke|Lancaster_Pyke
Argo Pyrites|Argo_Pyrites
Portrait of a Quidditch player|Portrait_of_a_Quidditch_player
Unidentified Quidditch referee|Unidentified_Quidditch_referee
Quidditch World Cup programme seller|Quidditch_World_Cup_programme_seller
Quigley|Quigley
Finbar Quigley|Finbar_Quigley
Cranville Quincey|Cranville_Quincey
Thiago Quintana|Thiago_Quintana
Edward Rabnott|Edward_Rabnott
Daniel Radcliffe (in-universe)|Daniel_Radcliffe_(in-universe)
Radulf|Radulf
Ragnok|Ragnok
Ragnok the Pigeon-Toed|Ragnok_the_Pigeon-Toed
Erika Rath's father|Erika_Rath%27s_father
Hengist Rawkes|Hengist_Rawkes
Reading visitor in the Three Broomsticks Inn|Reading_visitor_in_the_Three_Broomsticks_Inn
Reginald Oddpick|Reginald_Oddpick
Maisy Reynolds's father|Maisy_Reynolds%27s_father
Iefan Rice|Iefan_Rice
Roy Rifenderg|Roy_Rifenderg
Gawain Robards|Gawain_Robards
Romanian vampire|Romanian_vampire
Wallace Rosenberg|Wallace_Rosenberg
Ross|Ross
Isobel Ross's father|Isobel_Ross%27s_father
Rowan Khanna's uncle|Rowan_Khanna%27s_uncle
Rowboat owner|Rowboat_owner
Greg Ruczinski|Greg_Ruczinski
Grugwyn Rufford|Grugwyn_Rufford
Barry Ryan|Barry_Ryan
W. de S. Trenholm|W._de_S._Trenholm
Herb Salient|Herb_Salient
Albert Sallow|Albert_Sallow
Sam (Obliviator)|Sam_(Obliviator)
Sam (vandal)|Sam_(vandal)
Sanguini|Sanguini
Joshua Sankara|Joshua_Sankara
Rafael Santos|Rafael_Santos
Nicholas Saunders (in-universe)|Nicholas_Saunders_(in-universe)
George Savill|George_Savill
Bruno Schmidt|Bruno_Schmidt
Bruno Schmidt's father|Bruno_Schmidt%27s_father
Scouthibou|Scouthibou
Brutus Scrimgeour|Brutus_Scrimgeour
Sean|Sean
Sebastian|Sebastian
Nelson Selgado|Nelson_Selgado
Shafiq (1920s)|Shafiq_(1920s)
D. Shaman|D._Shaman
Temeritus Shanks|Temeritus_Shanks
Henry Shaw Senior|Henry_Shaw_Senior
Langdon Shaw|Langdon_Shaw
Marshall Sheridan|Marshall_Sheridan
Shifty wizard|Shifty_wizard
Stanley Shilling|Stanley_Shilling
Shrunken heads in the Three Broomsticks|Shrunken_heads_in_the_Three_Broomsticks
Tony Silva|Tony_Silva
Mylor Silvanus|Mylor_Silvanus
Alvin Simmons|Alvin_Simmons
George Sipel|George_Sipel
Sir Ribbithe|Sir_Ribbithe
Harold Skively|Harold_Skively
Wilbert Slinkhard|Wilbert_Slinkhard
Horace Slughorn's friend|Horace_Slughorn%27s_friend
Darius Smackhammer|Darius_Smackhammer
Hippocrates Smethwyck|Hippocrates_Smethwyck
Carl Smiley|Carl_Smiley
Smirnoff|Smirnoff
Zacharias Smith's father|Zacharias_Smith%27s_father
Andy Smudgley|Andy_Smudgley
Tobias Snape|Tobias_Snape
Joseph Snuka|Joseph_Snuka
Lucas Sparrowvale|Lucas_Sparrowvale
Spectrum|Spectrum
Leonard Spencer-Moon|Leonard_Spencer-Moon
Oraclitus Spheer|Oraclitus_Spheer
Rudolph Spielman|Rudolph_Spielman
Oddvar Spillum|Oddvar_Spillum
Helbert Spleen|Helbert_Spleen
Frederick Springer|Frederick_Springer
Able Spudmore|Able_Spudmore
Randolph Spudmore|Randolph_Spudmore
Squat wizard in a purple pork-pie hat|Squat_wizard_in_a_purple_pork-pie_hat
Unidentified St Mungo's girl patient's father|Unidentified_St_Mungo%27s_girl_patient%27s_father
Staring Portrait|Staring_Portrait
Paul Stark|Paul_Stark
Stebbins (1920s)|Stebbins_(1920s)
Steve|Steve
Steve McClaren|Steve_McClaren
Douglas Steward|Douglas_Steward
Quintus Stranger|Quintus_Stranger
Theo Strongarm|Theo_Strongarm
Estaban Stubbe|Estaban_Stubbe
Billy Stubbs|Billy_Stubbs
Surrey milkman|Surrey_milkman
Stephen Swain|Stephen_Swain
Emeric Switch|Emeric_Switch
Amrose Swott|Amrose_Swott
Ted|Ted
Tenebrus|Tenebrus
Third semi-finalist of the 1379 duelling contest|Third_semi-finalist_of_the_1379_duelling_contest
Dean Thomas's stepfather|Dean_Thomas%27s_stepfather
Thomson's nephew|Thomson%27s_nephew
Tim|Tim
Titus|Titus
Todd Arnow|Todd_Arnow
Tom|Tom
Tom (Bowtruckle)|Tom_(Bowtruckle)
Tom (vandal)|Tom_(vandal)
Garius Tomkink|Garius_Tomkink
Torvus' father|Torvus%27_father
Boniface Toubeau|Boniface_Toubeau
Trading Card Shop shopkeeper|Trading_Card_Shop_shopkeeper
Transylvanian farmer|Transylvanian_farmer
Sybill Trelawney's father|Sybill_Trelawney%27s_father
Bernard Tremblay|Bernard_Tremblay
Falco Tremblay|Falco_Tremblay
Mason Tremblay|Mason_Tremblay
Donaghan Tremlett's father|Donaghan_Tremlett%27s_father
Harry Trigg|Harry_Trigg
Quentin Trimble|Quentin_Trimble
Trocar|Trocar
Troy|Troy
Ignatius Tuft|Ignatius_Tuft
Lottie Turner's father|Lottie_Turner%27s_father
Liz Tuttle's maternal grandfather|Liz_Tuttle%27s_maternal_grandfather
Norman Tuttle|Norman_Tuttle
Unidentified TV weatherman|Unidentified_TV_weatherman
Mark Twain|Mark_Twain
Mallory Twiddle|Mallory_Twiddle
Two Unidentified Ministry Guards|Two_Unidentified_Ministry_Guards
Wilkie Twycross|Wilkie_Twycross
Dolores Umbridge's brother|Dolores_Umbridge%27s_brother
Orford Umbridge|Orford_Umbridge
Quintius Umfraville|Quintius_Umfraville
Uncle Edward|Uncle_Edward
Fytherley Undercliffe|Fytherley_Undercliffe
Unidentified 1985-1986 Defence Against the Dark Arts teacher|Unidentified_1985-1986_Defence_Against_the_Dark_Arts_teacher
Unidentified 1992 - 1993 Music teacher|Unidentified_1992_-_1993_Music_teacher
Unidentified 19th-century Potions professor|Unidentified_19th-century_Potions_professor
Unidentified Australian wizard|Unidentified_Australian_wizard
Unidentified balding Ministry of Magic employee|Unidentified_balding_Ministry_of_Magic_employee
Unidentified bank begging tramp|Unidentified_bank_begging_tramp
Unidentified bank employee|Unidentified_bank_employee
Unidentified bank guard|Unidentified_bank_guard
Unidentified bearded centaur|Unidentified_bearded_centaur
Unidentified boy who transfigured his friend|Unidentified_boy_who_transfigured_his_friend
Unidentified bushily whiskered Ministry of Magic employee|Unidentified_bushily_whiskered_Ministry_of_Magic_employee
Unidentified Bushy Haired Muttering Wizard|Unidentified_Bushy_Haired_Muttering_Wizard
Unidentified centaur|Unidentified_centaur
Unidentified child in bubble|Unidentified_child_in_bubble
Unidentified clown|Unidentified_clown
Unidentified Council of Magical Law clerk|Unidentified_Council_of_Magical_Law_clerk
Unidentified Customs official|Unidentified_Customs_official
Unidentified Customs official (II)|Unidentified_Customs_official_(II)
Unidentified Department of Magical Games and Sports representative|Unidentified_Department_of_Magical_Games_and_Sports_representative
Unidentified dumpy Wizengamot member with a large black moustache|Unidentified_dumpy_Wizengamot_member_with_a_large_black_moustache
Unidentified dun-coloured centaur|Unidentified_dun-coloured_centaur
Unidentified Durmstrang students|Unidentified_Durmstrang_students
Unidentified dustman|Unidentified_dustman
Unidentified executioner (II)|Unidentified_executioner_(II)
Unidentified falling man|Unidentified_falling_man
Unidentified fire-breather|Unidentified_fire-breather
Unidentified French policeman|Unidentified_French_policeman
Unidentified frowning Ministry of Magic wizard who murmured instructions to a quill|Unidentified_frowning_Ministry_of_Magic_wizard_who_murmured_instructions_to_a_quill
Unidentified giant in the Blind Pig|Unidentified_giant_in_the_Blind_Pig
Unidentified goalkeeper|Unidentified_goalkeeper
Unidentified Goblin at Gringotts (I)|Unidentified_Goblin_at_Gringotts_(I)
Unidentified Goblin at Gringotts in 1998 (VII)|Unidentified_Goblin_at_Gringotts_in_1998_(VII)
Unidentified Goblin Caroler (I)|Unidentified_Goblin_Caroler_(I)
Unidentified grandfather|Unidentified_grandfather
Unidentified Gringotts Bank goblin guard|Unidentified_Gringotts_Bank_goblin_guard
Unidentified grubby-looking wizard|Unidentified_grubby-looking_wizard
Unidentified hard-faced grey centaur|Unidentified_hard-faced_grey_centaur
Unidentified Headmaster with Scroll|Unidentified_Headmaster_with_Scroll
Unidentified hobo|Unidentified_hobo
Unidentified insulting wizard|Unidentified_insulting_wizard
Unidentified Irishman|Unidentified_Irishman
Unidentified irritated Muggle man|Unidentified_irritated_Muggle_man
Unidentified juggler at the 422nd Quidditch World Cup|Unidentified_juggler_at_the_422nd_Quidditch_World_Cup
Unidentified Magical Maintenance wizard|Unidentified_Magical_Maintenance_wizard
Unidentified male Charms Professor|Unidentified_male_Charms_Professor
Unidentified Male Muggle looking at Rubeus Hagrid in 1991|Unidentified_Male_Muggle_looking_at_Rubeus_Hagrid_in_1991
Unidentified man in Borgin and Burkes in 1996|Unidentified_man_in_Borgin_and_Burkes_in_1996
Unidentified man that yelled the Death Eaters were coming|Unidentified_man_that_yelled_the_Death_Eaters_were_coming
Unidentified Merman|Unidentified_Merman
Unidentified Ministry of Magic visitor with a big curled moustache|Unidentified_Ministry_of_Magic_visitor_with_a_big_curled_moustache
Unidentified Ministry Wizard (I)|Unidentified_Ministry_Wizard_(I)
Unidentified Ministry Wizard in 1997 (I)|Unidentified_Ministry_Wizard_in_1997_(I)
Unidentified Muggle football commentator|Unidentified_Muggle_football_commentator
Unidentified Muggle man with newspaper|Unidentified_Muggle_man_with_newspaper
Unidentified Muggle radio host|Unidentified_Muggle_radio_host
Unidentified Muggle woman (III)'s son|Unidentified_Muggle_woman_(III)%27s_son
Unidentified nearby wizard|Unidentified_nearby_wizard
Unidentified newspaper boy|Unidentified_newspaper_boy
Unidentified pet-owner in Knockturn Alley|Unidentified_pet-owner_in_Knockturn_Alley
Unidentified photographer (I)|Unidentified_photographer_(I)
Unidentified photographer (II)|Unidentified_photographer_(II)
Unidentified police officer (I)|Unidentified_police_officer_(I)
Unidentified police officer (II)|Unidentified_police_officer_(II)
Unidentified portrait in Malfoy Manor (II)|Unidentified_portrait_in_Malfoy_Manor_(II)
Unidentified Pumpkin Juice seller at the Quidditch World Cup|Unidentified_Pumpkin_Juice_seller_at_the_Quidditch_World_Cup
Unidentified reporter|Unidentified_reporter
Unidentified Sleeping Headmaster 1568AD|Unidentified_Sleeping_Headmaster_1568AD
Unidentified Sleeping Headmaster in Blue|Unidentified_Sleeping_Headmaster_in_Blue
Unidentified Sleeping Headmaster in Gold|Unidentified_Sleeping_Headmaster_in_Gold
Unidentified Sleeping Headmaster with Apple|Unidentified_Sleeping_Headmaster_with_Apple
Unidentified Sleeping Headmaster with Astrolabe|Unidentified_Sleeping_Headmaster_with_Astrolabe
Unidentified Sleeping Headmaster with Book|Unidentified_Sleeping_Headmaster_with_Book
Unidentified Sleeping Headmaster with Castle Sketch|Unidentified_Sleeping_Headmaster_with_Castle_Sketch
Unidentified Sleeping Headmaster with Paper|Unidentified_Sleeping_Headmaster_with_Paper
Unidentified Sleeping Headmaster with Starmap|Unidentified_Sleeping_Headmaster_with_Starmap
Unidentified Slug Club Christmas party attendee|Unidentified_Slug_Club_Christmas_party_attendee
Unidentified son|Unidentified_son
Unidentified watchman|Unidentified_watchman
Unidentified witness|Unidentified_witness
Unidentified wizard at Platform Nine and Three-Quarters|Unidentified_wizard_at_Platform_Nine_and_Three-Quarters
Unidentified wizard at Platform Nine and Three-Quarters (II)|Unidentified_wizard_at_Platform_Nine_and_Three-Quarters_(II)
Unidentified wizard at Platform Nine and Three-Quarters (III)|Unidentified_wizard_at_Platform_Nine_and_Three-Quarters_(III)
Unidentified Wizards in the Hog's Head|Unidentified_Wizards_in_the_Hog%27s_Head
Unidentified young husband|Unidentified_young_husband
Unidentified young man|Unidentified_young_man
Unnamed Kwidditch players|Unnamed_Kwidditch_players
Urg the Unclean|Urg_the_Unclean
Urgruff the Unwary|Urgruff_the_Unwary
Laurent Varcy|Laurent_Varcy
Milford Vessel|Milford_Vessel
Violet-cloaked wizard|Violet-cloaked_wizard
Vindictus Viridian|Vindictus_Viridian
Luciano Volpi|Luciano_Volpi
Boris Vulchanov|Boris_Vulchanov
Vulpus|Vulpus
Waiter at the Three Broomsticks|Waiter_at_the_Three_Broomsticks
Waiter in The Leaky Cauldron|Waiter_in_The_Leaky_Cauldron
Waiter serving Dragon Tartare|Waiter_serving_Dragon_Tartare
Waiters at William Weasley and Fleur Delacour's wedding|Waiters_at_William_Weasley_and_Fleur_Delacour%27s_wedding
Laurence Wakefield|Laurence_Wakefield
Karl Wang|Karl_Wang
Celestina Warbeck's father|Celestina_Warbeck%27s_father
Celestina Warbeck's first husband|Celestina_Warbeck%27s_first_husband
Celestina Warbeck's second husband|Celestina_Warbeck%27s_second_husband
Celestina Warbeck's son|Celestina_Warbeck%27s_son
Irving Warble|Irving_Warble
Jeremius Wardwart|Jeremius_Wardwart
Myrtle Warren's father|Myrtle_Warren%27s_father
Warrington sisters' father|Warrington_sisters%27_father
Wealthy man who owned the Riddle House|Wealthy_man_who_owned_the_Riddle_House
Weasley children's uncle|Weasley_children%27s_uncle
Weasley family ghoul|Weasley_family_ghoul
Molly Weasley's second cousin|Molly_Weasley%27s_second_cousin
Fred Weasley II|Fred_Weasley_II
Alec Webb|Alec_Webb
H. G. Wells|H._G._Wells
Norman Wesley|Norman_Wesley
Rich West|Rich_West
Whispering wizard|Whispering_wizard
Hadrian Whittle|Hadrian_Whittle
Hermann Wiel|Hermann_Wiel
Dempster Wiggleswade|Dempster_Wiggleswade
Wilhelm Wigworthy|Wilhelm_Wigworthy
Maurice Willard|Maurice_Willard
Clyde Sizemore|Clyde_Sizemore
Maurice Willards|Maurice_Willards
Benjy Williams|Benjy_Williams
Williamson|Williamson
Tom Wingrove|Tom_Wingrove
Rubens Winikus|Rubens_Winikus
Winston|Winston
Unidentified Wiseacre's Wizarding Equipment employee|Unidentified_Wiseacre%27s_Wizarding_Equipment_employee
Unidentified wizard in Knockturn Alley|Unidentified_wizard_in_Knockturn_Alley
Wizard who claimed to be a dragon killer|Wizard_who_claimed_to_be_a_dragon_killer
Wizard who claimed to be a Vampire Hunter|Wizard_who_claimed_to_be_a_Vampire_Hunter
Wladyslaw Wolfke|Wladyslaw_Wolfke
Jamie Wolpert (in-universe)|Jamie_Wolpert_(in-universe)
Oliver Wood's father|Oliver_Wood%27s_father
Robert Wood|Robert_Wood
Workmen at Tottenham Court Road|Workmen_at_Tottenham_Court_Road
Augustus Worme|Augustus_Worme
